id,nombre,popularity,artista,pais,genero
341,Qué Pasaría...,86,"Rauw Alejandro, Bad Bunny",BA,NULL
342,Selfmade Babylon,6,"Bausa, Bozza",BA,NULL
343,Taste,86,Sabrina Carpenter,BA,pop
344,Standard,6,"Einar, A36",BA,NULL
345,Loco,86,Neton Vega,BA,NULL
346,Tussi Code Mari,5,"Marcianeke, Crismj",BA,NULL
347,Who,86,Jimin,BA,homosexual
348,Pasatiempo,4,"La China, ECKO",BA,NULL
349,Die With A Smile,96,"Lady Gaga, Bruno Mars",ME,NULL
350,That’s So True - Live From Radio City Music Hall,20,Gracie Abrams,ME,NULL
351,BIRDS OF A FEATHER,93,Billie Eilish,ME,alt-pop
352,All We Got (feat. KIDDO),14,"Robin Schulz, KIDDO",ME,NULL
353,Not Like Us,92,Kendrick Lamar,ME,MySpotigramBot
354,Delli (feat. Adel),0,"Ricky Rich, Adel",ME,NULL
355,That’s So True,91,Gracie Abrams,ME,love at first listen
356,123 (feat. Yasin),2,"Cherrie, Yasin",ME,NULL
357,Clean Baby Sleep White Noise (Loopable),91,"Dream Supplier, Baby Sleeps, Background White Noise",ME,NULL
358,Hurt,12,OneRepublic,ME,NULL
359,APT.,91,"ROSÉ, Bruno Mars",ME,NULL
360,僕は頑張るよっ feat. ano,1,"Shinsei Kamattechan, Ano",ME,NULL
361,tv off (feat. lefty gunplay),90,"Kendrick Lamar, Lefty Gunplay",ME,NULL
362,Babylon - Live,4,Tamino,ME,NULL
363,WILDFLOWER,90,Billie Eilish,ME,edu e marco
364,Circles,7,SAINt JHN,ME,NULL
365,Sailor Song,89,Gigi Perez,ME,indie folk
366,"J.S. Bach: Violin Partita No. 2 in D Minor, BWV 1004 - I. Allemanda",3,"Johann Sebastian Bach, Carolin Widmann",ME,NULL
367,"Good Luck, Babe!",89,Chappell Roan,ME,synthpop
368,EA2 (The Beginning of the Era),1,Lil Uzi Vert,ME,NULL
369,luther (with sza),89,"Kendrick Lamar, SZA",ME,NULL
370,BABY GANGSTA,1,"CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso",ME,NULL
371,luther (with sza),88,"Kendrick Lamar, SZA",ME,NULL
372,DUMBAI,1,"CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso",ME,NULL
373,DENIAL IS A RIVER,88,Doechii,ME,Hip-Hop
374,Uzi The Earthling! (TV Show Theme),0,Lil Uzi Vert,ME,pop rock
375,Si Antes Te Hubiera Conocido,87,KAROL G,ME,latin
376,Ti voglio richiamare,0,"Yanomi, blame, Chakra",ME,NULL
377,APT.,87,"ROSÉ, Bruno Mars",ME,NULL
