id,nombre,popularity,artista,pais,genero
392,Taste,86,Sabrina Carpenter,NO,pop
393,Aimer à moitié,2,Calema,NO,NULL
394,"I Love You, I'm Sorry",84,Gracie Abrams,NO,peter
395,Dead Flowers,0,Boldy James,NO,NULL
396,Beautiful Things,85,Benson Boone,NO,pop
397,Postcards - Acoustic Version,1,Mackenzy Mackay,NO,NULL
398,Timeless (feat. Playboi Carti),87,"The Weeknd, Playboi Carti",NO,NULL
399,Peder Elias/吴宇恒《First Flight》Special Video,0,"Peder Elias, 吴宇恒",NO,NULL
400,Djurens vaggvisa,68,"Humlan Djojj, Josefine Götestam",SE,NULL
401,Standard,6,"Einar, A36",SE,NULL
402,Clean Baby Sleep White Noise (Loopable),91,"Dream Supplier, Baby Sleeps, Background White Noise",SE,NULL
403,123 (feat. Yasin),2,"Cherrie, Yasin",SE,NULL
404,APT.,87,"ROSÉ, Bruno Mars",SE,NULL
405,That’s So True - Live From Radio City Music Hall,20,Gracie Abrams,SE,NULL
406,Die With A Smile,96,"Lady Gaga, Bruno Mars",SE,NULL
407,All We Got (feat. KIDDO),14,"Robin Schulz, KIDDO",SE,NULL
408,Längesen,62,Bolaget,SE,NULL
409,Hurt,12,OneRepublic,SE,NULL
410,That’s So True,91,Gracie Abrams,SE,love at first listen
411,Somna,61,"Humlan Djojj, Josefine Götestam",SE,NULL
412,PERSON I NÖDEN,0,ADAAM,SE,NULL
413,Lost and found,62,"Molly Sandén, Victor Leksell",SE,NULL
414,Circles,7,SAINt JHN,SE,NULL
415,BIRDS OF A FEATHER,93,Billie Eilish,SE,alt-pop
416,Delli (feat. Adel),0,"Ricky Rich, Adel",SE,NULL
417,Soft white noise for your baby - for looping,60,BabyNaps,SE,NULL
418,Not Like Us,92,Kendrick Lamar,SE,MySpotigramBot
419,Risk - Live From The Tonight Show With Jimmy Fallon,8,Gracie Abrams,SE,NULL
420,Babblarnas vaggvisa,60,Babblarna,SE,NULL
421,David Carreira - Haverá Sempre uma Música / Baby Fica - Live at Altice Arena,0,David Carreira,SE,NULL
422,Lose Control,85,Teddy Swims,SE,soul
423,I Ain't Sayin' - Performance,2,Jordan Davis,SE,NULL
424,Stjärnorna,59,"Humlan Djojj, Josefine Götestam",SE,NULL
425,The Side,0,"Rod D, Ed Dolo, Shown 1K, Livesosa",SE,NULL
426,Nu säger vi godnatt,59,"Humlan Djojj, Josefine Götestam",SE,NULL
427,Rodeo (Remix),9,"Lah Pat, Flo Milli",SE,NULL
428,Loud Noise Sound,76,Misa Bee,SE,NULL
429,Passenger Princess,6,"Aminé, Smino",SE,NULL
430,Deep Phase Noise 1,84,Milli Hughes,SE,Sleep
431,Solo - Acoustic,0,Matteo Bocelli,SE,NULL
432,Sailor Song,89,Gigi Perez,SE,indie folk
433,TV - Live From Singapore’s Cloud Forest,3,Billie Eilish,SE,NULL
434,Försent,60,"Hov1, Seinabo Sey",SE,NULL
435,Party Jumpin’,2,"Jamie Brown, Marshmello",SE,NULL
436,Beautiful Things,85,Benson Boone,SE,pop
437,Delli (feat. Adel) - Crib Session,0,"Ricky Rich, Adel",SE,NULL
438,Viva La Vida,61,Soppgirobygget,SE,NULL
439,"J.S. Bach: Violin Partita No. 2 in D Minor, BWV 1004 - I. Allemanda",3,"Johann Sebastian Bach, Carolin Widmann",SE,NULL
440,Babblarnas vaggvisa,58,Vintergatan,SE,NULL
441,Don't Play by the Rules,3,"D.T.E, PREZIOSO",SE,NULL
442,Cecilia Lind,60,Yasin,SE,NULL
443,Happier Than Ever - Live From Disney’s Happier Than Ever/A Love Letter to Los Angeles,3,Billie Eilish,SE,NULL
444,Godnattvisan,58,"Humlan Djojj, Josefine Götestam",SE,NULL
445,"Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation 18 (Andante cantabile)",3,"Sergei Rachmaninoff, Martin James Bartlett, Joshua Weilerstein, London Philharmonic Orchestra",SE,NULL
446,Kan Inte Gå,58,Bolaget,SE,party
447,หายใจแล้วไปต่อ,0,"Labanoon, Num KALA",SE,NULL
448,Clean Baby Sleep White Noise (Loopable),91,"Dream Supplier, Baby Sleeps, Background White Noise",GB,NULL
449,That’s So True - Live From Radio City Music Hall,20,Gracie Abrams,GB,NULL
450,That’s So True,91,Gracie Abrams,GB,love at first listen
451,Last Night In Kingston,3,Konan,GB,NULL
452,Die With A Smile,96,"Lady Gaga, Bruno Mars",GB,NULL
453,Risk - Live From The Tonight Show With Jimmy Fallon,8,Gracie Abrams,GB,NULL
454,Sailor Song,89,Gigi Perez,GB,indie folk
455,Rodeo (Remix),9,"Lah Pat, Flo Milli",GB,NULL
456,BIRDS OF A FEATHER,93,Billie Eilish,GB,alt-pop
457,Hurt,12,OneRepublic,GB,NULL
458,Not Like Us,92,Kendrick Lamar,GB,MySpotigramBot
459,Passenger Princess,6,"Aminé, Smino",GB,NULL
460,"Good Luck, Babe!",89,Chappell Roan,GB,synthpop
461,Circles,7,SAINt JHN,GB,NULL
462,The Days - NOTION Remix,84,"Chrystal, NOTION",GB,NULL
463,I Ain't Sayin' - Performance,2,Jordan Davis,GB,NULL
464,Messy,83,Lola Young,GB,indie rock
465,Taste,86,Sabrina Carpenter,GB,pop
466,Rid Of Me - Live,3,Still Woozy,GB,NULL
467,DENIAL IS A RIVER,88,Doechii,GB,Hip-Hop
468,TV - Live From Singapore’s Cloud Forest,3,Billie Eilish,GB,NULL
469,APT.,91,"ROSÉ, Bruno Mars",GB,NULL
470,tv off (feat. lefty gunplay),90,"Kendrick Lamar, Lefty Gunplay",GB,NULL
471,Little Window - Live Studio Session,3,FINNEAS,GB,NULL
472,WILDFLOWER,90,Billie Eilish,GB,edu e marco
473,Playa (feat. Ella Bands),0,"A Boogie Wit da Hoodie, Ella Bands",GB,NULL
474,Deep Phase Noise 1,84,Milli Hughes,GB,Sleep
475,Elixir,1,Tommy Saint,GB,NULL
476,Stick Season,82,Noah Kahan,GB,indie
477,Happier Than Ever - Live From Disney’s Happier Than Ever/A Love Letter to Los Angeles,3,Billie Eilish,GB,NULL
478,"I Love You, I'm Sorry",84,Gracie Abrams,GB,peter
479,FAKE - BRITs 2022 Rising Star Live Session,1,Lola Young,GB,NULL
480,Messy,86,Lola Young,GB,indie rock
481,All We Got (feat. KIDDO),14,"Robin Schulz, KIDDO",GB,NULL
482,Stargazing,82,Myles Smith,GB,black metal
483,"Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation 18 (Andante cantabile)",3,"Sergei Rachmaninoff, Martin James Bartlett, Joshua Weilerstein, London Philharmonic Orchestra",GB,NULL
484,Pink Pony Club,83,Chappell Roan,GB,pop
485,Don't Play by the Rules,3,"D.T.E, PREZIOSO",GB,NULL
486,Lose Control,85,Teddy Swims,GB,soul
487,Somedays,76,"Sonny Fodera, Jazzy, D.O.D",GB,NULL
488,Vivien,1,††† (Crosses),GB,NULL
489,Bed Chem,83,Sabrina Carpenter,GB,pop
490,Made Rich,0,YoungBoy Never Broke Again,GB,NULL
491,The Door,82,Teddy Swims,GB,pop
492,Family Feud - Live at The Ford,2,FINNEAS,GB,NULL
493,Like Him (feat. Lola Young),86,"Tyler, The Creator, Lola Young",GB,NULL
494,Sinner - Live Performance,0,The Last Dinner Party,GB,NULL
