id,nombre,popularity,artista,pais,genero
237,Riches Wii a Pree,0,"Teejay, Inner Circle",HU,NULL
238,Sailor Song,89,Gigi Perez,HU,indie folk
239,FAKE - BRITs 2022 Rising Star Live Session,1,Lola Young,HU,NULL
240,Tiara,50,Manuel,HU,NULL
241,Tuck Your Chain,0,"Money Man, Danny Towers",HU,NULL
242,SANDELA,50,HENN,HU,NULL
243,Standard,6,"Einar, A36",HU,NULL
244,Afro Beat,50,"Pogány Induló, ANUBII$",HU,NULL
245,Bank of Wildflowers (feat. Georgia),0,"William Orbit, Georgia",HU,NULL
246,PROSECCO,49,"KKevin, Bruno X Spacc",HU,NULL
247,Schifoan,1,"Felix Harrer, Leopold Franz",HU,NULL
248,Die With A Smile,96,"Lady Gaga, Bruno Mars",MD,NULL
249,That’s So True - Live From Radio City Music Hall,20,Gracie Abrams,MD,NULL
250,не расслабляйся,60,Skryptonite,MD,NULL
251,Hurt,12,OneRepublic,MD,NULL
252,Как je,57,"MACAN, Kiliana",MD,NULL
253,Seu Astral / Mistérios,11,Fiorella,MD,NULL
254,WILDFLOWER,90,Billie Eilish,MD,edu e marco
255,Risk - Live From The Tonight Show With Jimmy Fallon,8,Gracie Abrams,MD,NULL
256,Патрон,60,Miyagi & Andy Panda,MD,NULL
257,Circles,7,SAINt JHN,MD,NULL
258,Асфальт,59,"Jakone, Kiliana",MD,NULL
259,04:30,7,"Haze, Mucco",MD,NULL
260,Texture - Remastered,56,MiyaGi,MD,NULL
261,Tussi Code Mari,5,"Marcianeke, Crismj",MD,NULL
262,BIRDS OF A FEATHER,93,Billie Eilish,MD,alt-pop
263,Das riecht gut / Ça Sent Bon,4,"Team Karacho, Roger Rekless",MD,NULL
264,Not Like Us,92,Kendrick Lamar,MD,MySpotigramBot
265,Babylon - Live,4,Tamino,MD,NULL
266,Приятная,55,"Endspiel, Ollane",MD,NULL
267,Happier Than Ever - Live From Disney’s Happier Than Ever/A Love Letter to Los Angeles,3,Billie Eilish,MD,NULL
268,Малиновый рассвет,57,Endspiel,MD,NULL
269,Little Window - Live Studio Session,3,FINNEAS,MD,NULL
