,nombre,popularity,artista,pais,genero
386,Time of Our Lives,78,"Pitbull, Ne-Yo",NO,NULL
387,"Rum Whisky (From ""Vicky Donor"")",0,"Abhishek - Akshay, Akshay Verma",NO,NULL
388,She Will,75,"Lil Wayne, Drake",NO,NULL
389,My Love a Piece of My Love (feat. Snoop Dogg),0,"Abel The Kid, Julio Iglesias Jr.",NO,NULL
390,Young And Beautiful,80,Lana Del Rey,NO,indie
391,Now Is the Time (feat. Jasmine V),0,Wally Lopez,NO,NULL
392,Someone Like You,77,Adele,NO,Adele
393,Summer of Roses / December Day,0,"Willie Nelson, Sister Bobbie",NO,NULL
394,Ring meg,47,Gabrielle,NO,norwegian
395,Iré tras de ti,0,Mr.,NO,NULL
396,When I Was Your Man,83,Bruno Mars,NO,pop
397,Il fait chaud,0,Patrick Sébastien,NO,fiesta
398,Set Fire to the Rain,77,Adele,NO,soul
399,Fragile (Director's Cut),0,"Tech N9ne, Kendrick Lamar, ¡MAYDAY!, Kendall Morgan",NO,NULL
400,Wake Me Up,82,Avicii,SE,electronic
401,"Cheri Cheri Lady (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985",2,Modern Talking,SE,NULL
402,Nu i ro slumra in,54,My & Mats,SE,NULL
403,Red Light (feat. Snoop Lion),0,"Eddie Murphy, Snoop Lion",SE,NULL
404,Välkommen in,55,Veronica Maggio,SE,pop
405,Del sur,0,Vargas Blues Band,SE,blues
406,Another Love,82,Tom Odell,SE,indie
407,Love In Any Language - Live,0,"Bill & Gloria Gaither, Sandi Patty, Jessy Dixon",SE,NULL
408,Trädgården en fredag,55,Veronica Maggio,SE,2013
409,"Hello, My Name Is - Live",0,Matthew West,SE,NULL
410,Strövtåg i hembygden,54,Mando Diao,SE,2012
411,Now Is the Time (feat. Jasmine V),0,Wally Lopez,SE,NULL
412,Sov alla,53,My & Mats,SE,NULL
413,"Geronimo's Cadillac (Peters Pop-Show 06.12.1986) - Live from Peters Pop-Show, 1986",0,Modern Talking,SE,NULL
414,Levels - Radio Edit,76,Avicii,SE,dance
415,25 ปี (มีหวัง),0,พงษ์สิทธิ์ คำภีร์,SE,NULL
416,Händerna mot himlen,56,Petra Marklund,SE,swedish
417,Il fait chaud,0,Patrick Sébastien,SE,fiesta
418,Det kommer aldrig va över för mig,53,Håkan Hellström,SE,swedish
419,My Love a Piece of My Love (feat. Snoop Dogg),0,"Abel The Kid, Julio Iglesias Jr.",SE,NULL
420,Vart jag än går,52,Stiftelsen,SE,rock
421,"Atlantis Is Calling (Na, sowas! 17.05.1986) - Live from Na, sowas!, 1986",0,Modern Talking,SE,NULL
422,Miss Decibel,53,Medina,SE,Hip-Hop
423,Lågsus (feat. Medina),0,"Specktors, Medina",SE,NULL
424,Jag kommer,54,Veronica Maggio,SE,pop
425,Iré tras de ti,0,Mr.,SE,NULL
426,Tandtråd,54,Tjuvjakt,SE,NULL
427,"You Can Win If You Want (Wetten, dass...? 18.05.1985) - Live from Wetten, dass...?, 1985",0,Modern Talking,SE,NULL
428,Take Me To Church,53,Hozier,SE,indie
429,"Heaven Will Know (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985",0,Modern Talking,SE,NULL
430,Sweater Weather,85,The Neighbourhood,SE,indie
431,Bede Z Toba - Hangout Live,2,Lemon,SE,NULL
432,Someone Like You,77,Adele,SE,Adele
433,Wind Song,0,Revolver,SE,indie
434,A Sky Full of Stars,83,Coldplay,SE,pop
435,Blur on Leisure,0,Blur,SE,NULL
436,LoveHate Thing (feat. Sam Dew),76,"Wale, Sam Dew",SE,NULL
437,I Wanna Be Free - Short Edit,0,"Voltaj, Deepside Deejays",SE,NULL
438,Från och med Du,52,Oskar Linnros,SE,swedish
439,Это дороже денег,0,Basta,SE,NULL
440,Inga kläder,53,Veronica Maggio,SE,pop
441,Die Koenige (ZDF Drehscheibe 7.1.1973) - VOD,0,Rudolf Schock,SE,NULL
442,I Wanna Be Yours,86,Arctic Monkeys,SE,indie rock
443,My Girl (feat. Trevor Jackson),0,"Diggy, Trevor Jackson",SE,NULL
444,Set Fire to the Rain,77,Adele,SE,soul
445,Plastic Dreams 2003,2,JayDee,SE,NULL
446,Just the Way You Are,78,Bruno Mars,SE,pop
447,"Sing About Me, I'm Dying Of Thirst - Part 1",0,Kendrick Lamar,SE,NULL
448,Hela huset,51,"Veronica Maggio, Håkan Hellström",SE,NULL
449,Bede Z Toba,9,Lemon,SE,NULL
450,Take Me To Church,78,Hozier,GB,indie
451,Plastic Dreams 2003,2,JayDee,GB,NULL
452,I Wanna Be Yours,86,Arctic Monkeys,GB,indie rock
453,Bede Z Toba,9,Lemon,GB,NULL
454,A Sky Full of Stars,83,Coldplay,GB,pop
455,"Cheri Cheri Lady (Peters Pop-Show 30.11.1985) - Live from Peters Pop Show, 1985",2,Modern Talking,GB,NULL
456,Do I Wanna Know?,82,Arctic Monkeys,GB,indie rock
457,The Real Slim Shady - Edited,0,Eminem,GB,NULL
458,Locked out of Heaven,85,Bruno Mars,GB,pop
459,Ballada o Janku Wisniewskim,1,Kazik,GB,rock
460,Sweater Weather,64,The Neighbourhood,GB,indie
461,Bede Z Toba - Hangout Live,2,Lemon,GB,NULL
462,No. 1 Party Anthem,84,Arctic Monkeys,GB,indie rock
463,G.U.Y. - An ARTPOP Film,0,Lady Gaga,GB,gaga
464,Shut Up and Dance,80,WALK THE MOON,GB,indie pop
465,Cups (Pitch Perfect’s “When I’m Gone”) - Director's Cut / Closed-Captioned,0,Anna Kendrick,GB,NULL
466,Just the Way You Are,78,Bruno Mars,GB,pop
467,Like A Rolling Stone (from Winterland),0,Jimi Hendrix,GB,NULL
468,Another Love,82,Tom Odell,GB,indie
469,25 ปี (มีหวัง),0,พงษ์สิทธิ์ คำภีร์,GB,NULL
470,Why'd You Only Call Me When You're High?,80,Arctic Monkeys,GB,indie rock
471,"Muskurane (Film Version) [From ""Citylights""]",0,"Jeet Gannguli, Arijit Singh",GB,NULL
472,Lovers Rock,82,TV Girl,GB,indie pop
473,"Pani Da Rang (From ""Vicky Donor"") - Male Vocals",0,"Abhishek - Akshay, Ayushmann Khurrana",GB,NULL
474,No Role Modelz,81,J. Cole,GB,MySpotigramBot
475,Thoda Thoda,0,"Shreya Ghoshal, Sachin",GB,NULL
476,Give Me Everything (feat. Nayer),82,"Pitbull, AFROJACK, Ne-Yo, Nayer",GB,NULL
477,My Girl (feat. Trevor Jackson),0,"Diggy, Trevor Jackson",GB,NULL
478,Money Trees,79,"Kendrick Lamar, Jay Rock",GB,NULL
479,Wind Song,0,Revolver,GB,indie
480,Wake Me Up,82,Avicii,GB,electronic
481,Il fait chaud,0,Patrick Sébastien,GB,fiesta
482,Budapest,78,George Ezra,GB,folk
483,"Sing About Me, I'm Dying Of Thirst - Part 1",0,Kendrick Lamar,GB,NULL
484,Someone Like You,77,Adele,GB,Adele
485,"Cloud 9 - From ""Cloud 9"" / Original TV Movie Soundtrack",0,"Dove Cameron, Luke Benward",GB,NULL
486,Counting Stars,82,OneRepublic,GB,pop rock
487,Losing You,0,Revolver,GB,fip
488,Do I Wanna Know? - Live At the BBC,73,Hozier,GB,cover
489,Bleeding Hearts Club,0,P.O.S,GB,Hip-Hop
490,Thinkin Bout You,81,Frank Ocean,GB,rnb
491,"You Can Win If You Want (Wetten, dass...? 18.05.1985) - Live from Wetten, dass...?, 1985",0,Modern Talking,GB,NULL
492,Lost,78,Frank Ocean,GB,rnb
493,"Atlantis Is Calling (Na, sowas! 17.05.1986) - Live from Na, sowas!, 1986",0,Modern Talking,GB,NULL
494,Sure Thing,81,Miguel,GB,rnb
495,Wild Out Anthem (feat. Jay Colin),0,Wally Lopez,GB,NULL
496,When I Was Your Man,83,Bruno Mars,GB,pop
497,Helena - Outtake Version,0,My Chemical Romance,GB,NULL
498,Someone New,69,Hozier,GB,soul
499,Welcome to the Black Parade - Outtake Version,0,My Chemical Romance,GB,NULL
