id,nombre,popularity,artista,pais,genero
331,Home,0,Somebody's Darling,NL,norwegian
332,Feel Good Inc.,82,Gorillaz,NL,alternative
333,Rain on Me,0,Beth,NL,pop
334,Jij Denkt Maar Dat Je Alles Mag Van Mij,52,Frans Duijts,NL,pop
335,Slowly,0,Sasha,NL,pop
336,Poker Face,79,Lady Gaga,NL,pop
337,Ass Like That - Super Clean Version,0,Eminem,NL,NULL
338,Hips Don't Lie (feat. Wyclef Jean),80,"Shakira, Wyclef Jean",NL,NULL
339,B.Y.O.B.,0,System Of A Down,NL,alternative metal
340,Halo,69,Beyoncé,NL,pop
341,We're All In This Together,0,"Troy, High School Musical Cast, Vanessa Hudgens",NL,NULL
342,Make You Feel My Love,71,Adele,NL,female vocalists
343,Gold Digger - MTV Version,0,"Kanye West, Jamie Foxx",NL,NULL
344,Total Eclipse of the Heart,76,Bonnie Tyler,NL,80s
345,Merry Christmas Everyone (Official Video) [Directors Cut],0,Shakin' Stevens,NL,NULL
346,Homecoming,76,"Kanye West, Chris Martin",NL,NULL
347,I Know What I Like (In Your Wardrobe),0,Genesis,NL,Progressive rock
348,How to Save a Life,78,The Fray,NL,alternative
349,"Japan Summer Sonic, LPTV Episode 10",0,Linkin Park,NL,NULL
